1	40.6986	41.2602	2.25578e-05	9.55362e-05	-1.0
2	39.3266	37.5842	4.371e-25	3.96215e-26	1.0
3	41.4874	42.7864	0.00109893	0.0076549	0.944559
4	40.3873	39.4693	0.0476037	0.00011744	1.0
5	39.25	41.9893	2.61987e-25	1.19855e-24	1.0
6	42.4558	40.5691	0.00195642	0.000703058	0.977848
7	36.9777	38.8356	1.14405e-06	4.17794e-07	-1.0
8	39.2059	40.9042	0.000117417	3.16156e-05	-0.741564
9	43.4022	39.0036	1.95982e-06	1.17538e-06	-1.0
10	37.6814	37.5649	3.68419e-26	3.68419e-26	1.0
11	39.2427	39.9491	9.70428e-05	0.00025194	1.0
12	38.5781	38.9378	2.5476e-25	4.25022e-26	1.0
13	42.568	38.8943	5.25794e-25	2.84274e-25	1.0
14	40.839	40.977	4.85363e-25	5.25794e-25	1.0
15	41.1052	36.3478	0.00019525	0.000271765	1.0
16	41.4783	40.2929	5.16124e-06	0.0143565	-1.0
17	40.4424	40.7227	6.15667e-07	1.79818e-05	1.0
18	38.1907	41.9869	6.80034e-25	4.75509e-25	-1.0
19	39.7704	41.0476	8.91484e-26	3.23441e-25	1.0
20	39.1684	40.9751	0.00526766	0.0034437	0.497776

