// Initial random seed:
415128233983348613

// RunInitializeCallbacks():
initializeMutationRate(1e-06);
initializeMutationType(1, 0.5, "n", 0, 0.5);
initializeMutationType(2, 0.5, "n", 0, 0.5);
initializeMutationType(3, 0.5, "n", 0, 0.5);
initializeMutationType(4, 0.5, "n", 0, 0.5);
initializeMutationType(5, 0.5, "n", 0, 0.5);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElementType(2, m2, 1);
initializeGenomicElementType(3, m3, 1);
initializeGenomicElementType(4, m4, 1);
initializeGenomicElementType(5, m5, 1);
initializeGenomicElement(g3, 0, 14);
initializeGenomicElement(g4, 15, 19);
initializeGenomicElement(g5, 20, 24);
initializeRecombinationRate(0.5);

// Starting run at tick <start>:
1 

100	1	40.0	40.0	0.0	0.0	NAN
100	2	40.0	40.0	0.0	0.0	NAN
100	3	40.2483	40.3277	0.000277708	0.000483748	1.0
100	4	39.9998	39.994	6.70509e-05	0.000486998	0.88129
100	5	40.0066	40.2269	1.31448e-25	6.19086e-26	1.0
100	6	40.0	40.0	0.0	0.0	NAN
100	7	39.9015	39.8251	5.57177e-25	9.48541e-25	1.0
100	8	40.0	40.0	0.0	0.0	NAN
100	9	39.8565	40.0538	0.000684561	9.61571e-05	-1.0
100	10	40.0	40.0	0.0	0.0	NAN
100	11	40.0	40.0	0.0	0.0	NAN
100	12	40.0	40.0	0.0	0.0	NAN
100	13	40.0	40.0	0.0	0.0	NAN
100	14	40.0	40.0	5.67397e-07	6.64304e-07	1.0
100	15	40.0418	39.9283	1.29376e-26	1.16439e-25	1.0
100	16	39.6869	39.4677	0.000122652	0.000354509	1.0
100	17	39.8708	39.9728	0.00222517	0.000291243	1.0
100	18	40.1346	40.1233	0.00060586	0.000507775	1.0
100	19	40.0	40.0	0.0	0.0	NAN
100	20	40.0	40.0	0.0	0.0	NAN
200	1	39.738	39.727	0.00415014	0.00450478	1.0
200	2	40.0121	39.9064	5.46615e-25	4.85667e-26	1.0
200	3	40.2493	40.3298	0.00021107	0.000100383	1.0
200	4	40.0163	39.9979	8.18482e-05	0.000595238	0.865464
200	5	40.0066	40.2269	1.31448e-25	6.19086e-26	1.0
200	6	40.0	40.0	0.0	0.0	NAN
200	7	39.9015	39.8251	5.57177e-25	9.48541e-25	1.0
200	8	39.9828	40.1993	8.4514e-06	0.000276556	-0.161191
200	9	39.7704	39.925	0.0253408	0.0263305	0.989121
200	10	40.0097	39.9733	5.2587e-06	2.9146e-05	-0.943189
200	11	40.0	40.0	0.0	0.0	NAN
200	12	40.0009	40.0004	0.000158098	3.37978e-05	1.0
200	13	39.9997	39.9997	1.22923e-05	2.00207e-05	1.0
200	14	39.9717	39.9644	0.000205452	0.000324724	1.0
200	15	40.0414	39.9265	9.35436e-06	0.000209859	0.619676
200	16	39.6861	39.4662	5.20064e-06	1.82953e-05	1.0
200	17	40.0584	39.8925	1.68653e-05	5.23847e-05	0.236381
200	18	40.3229	40.3306	3.21664e-05	3.96827e-05	1.0
200	19	39.8101	39.6963	7.98577e-06	2.66335e-05	-1.0
200	20	40.0002	39.9999	2.60424e-05	5.49343e-06	-1.0
300	1	39.4892	40.0095	1.51481e-05	4.74351e-05	1.0
300	2	40.0121	39.9064	5.46615e-25	4.85667e-26	1.0
300	3	40.2506	40.3307	2.76744e-25	1.1371e-26	1.0
300	4	40.0128	40.0274	0.000115349	0.00205251	0.396014
300	5	40.0066	40.2269	1.31448e-25	6.19086e-26	1.0
300	6	40.0025	39.9818	6.28499e-05	0.00323707	-1.0
300	7	39.9015	39.8251	5.57177e-25	9.48541e-25	1.0
300	8	39.9838	40.2038	5.00175e-05	0.000141746	1.0
300	9	39.7519	39.6813	0.026646	0.0308483	0.695318
300	10	39.9738	40.0034	7.27742e-27	1.46054e-26	1.0
300	11	39.935	39.9606	1.16263e-05	4.26951e-06	1.0
300	12	40.3795	40.1372	0.000634492	0.000895041	-1.0
300	13	39.703	40.0143	0.00279302	0.000293255	0.355829
300	14	39.4228	39.5664	0.000821594	0.0028567	-0.213522
300	15	40.0103	39.6977	1.12199e-24	2.44602e-26	-1.0
300	16	39.5418	39.1963	2.0274e-06	2.33978e-05	-1.0
300	17	40.0613	39.8941	0.000160389	9.41373e-05	1.0
300	18	40.3227	40.33	2.83652e-05	9.15883e-05	0.984337
300	19	39.81	39.6965	6.00438e-25	1.31448e-25	1.0
300	20	39.958	39.9387	0.00101291	0.0021544	1.0
400	1	39.5762	40.1634	1.1371e-26	2.07002e-25	-1.0
400	2	39.7952	39.6776	0.000176575	0.000196531	1.0
400	3	40.2506	40.3307	2.76744e-25	1.1371e-26	1.0
