1	38.0484	38.6629	2.63173e-05	3.80358e-06	-1.0
2	40.0701	40.2554	8.9396e-25	2.5476e-25	-1.0
3	41.4439	42.0034	3.41634e-26	1.58486e-25	-1.0
4	41.2768	41.6018	8.54086e-27	2.02151e-28	1.0
5	40.2125	40.7445	8.28542e-05	0.00153592	1.0
6	39.3989	38.7229	3.73776e-25	2.91905e-25	1.0
7	39.9094	38.9112	1.63742e-26	4.65755e-25	-1.0
8	41.3021	41.6163	0.000113966	0.000177788	1.0
9	38.7139	38.368	2.5476e-25	9.90538e-27	1.0
10	37.607	37.7005	9.90538e-25	3.56594e-25	-1.0
11	42.6632	41.6107	4.26467e-06	1.55263e-06	1.0
12	39.6864	40.229	0.000724601	0.000114105	1.0
13	44.088	43.6484	0.000759902	0.00228036	0.998706
14	39.5311	40.1527	0.00278297	0.00703444	0.998209
15	38.4918	39.6151	1.70009e-25	7.52202e-25	1.0
16	41.1126	41.161	5.29465e-05	4.06391e-05	1.0
17	37.8274	38.5425	5.16987e-06	1.2162e-05	1.0
18	38.9889	39.7936	1.26344e-27	1.47368e-25	-1.0
19	40.1081	39.7788	2.02151e-26	1.10698e-24	-1.0
20	37.2241	36.8902	2.84875e-05	5.11839e-05	0.994432

