1	1940	48.4031	49.5398	0.0181526	0.0129303	0.985996	0.97
2	2011	49.671	49.5574	0.0102942	0.0177215	0.666259	1.0055
3	1986	48.7984	49.2406	0.0086616	0.0104743	0.10439	0.993
4	1934	49.5862	49.2502	0.0054267	0.00966579	0.651481	0.967
5	1877	47.545	48.2387	0.021638	0.0147669	0.924105	0.9385
6	1985	49.5033	49.5826	0.00583321	0.0016946	0.611938	0.9925
7	1999	49.0986	49.698	0.0436521	0.0365783	0.422417	0.9995
8	1861	47.5328	47.813	0.0167345	0.0162359	-0.124333	0.9305
9	2012	49.6042	49.9563	0.0219878	0.0151578	0.634537	1.006
10	1927	48.9854	48.4278	0.0190039	0.0270917	0.538005	0.9635

