1	33	40.3648	40.6132	4.68583e-28	0.0	NAN	0.0165
2	39	40.6647	41.3289	5.18157e-29	4.66341e-28	1.0	0.0195
3	28	39.9007	40.7199	8.53426e-06	0.000319974	1.0	0.014
4	38	40.9439	41.4299	8.29626e-28	1.86666e-27	-1.0	0.019
5	26	40.1854	40.3045	9.50413e-05	0.000372545	-1.0	0.013
6	40	40.1285	41.1638	4.66035e-28	4.66035e-28	1.0	0.02
7	26	40.5098	40.3862	2.10026e-28	5.25066e-29	-1.0	0.013
8	45	41.2468	41.1455	3.32905e-05	2.89022e-05	-1.0	0.0225
9	33	40.5025	40.2307	0.0	4.68583e-28	NAN	0.0165
10	36	40.744	40.8343	2.07718e-28	5.19296e-29	1.0	0.018

