1	32	40.8588	40.766	4.69041e-28	8.33851e-28	1.0	0.016
2	31	40.8113	40.7559	4.6953e-28	0.0	NAN	0.0155
3	32	40.5853	40.4934	0.0	5.21157e-29	NAN	0.016
4	40	41.0722	41.085	8.28506e-28	2.07127e-28	1.0	0.02
5	26	40.5345	40.5492	0.0	5.25066e-29	NAN	0.013
6	19	40.0286	40.6765	2.13168e-28	4.79627e-28	-1.0	0.0095
7	36	40.8921	40.9275	2.07718e-28	4.67366e-28	1.0	0.018
8	52	42.028	41.5815	0.000273808	0.000766117	-1.0	0.026
9	48	40.916	41.1706	0.00435385	0.00564564	1.0	0.024
10	29	40.4354	40.3437	5.22902e-29	5.22902e-29	1.0	0.0145

