1	1922	49.2586	48.708	0.0134536	0.00756788	0.781057	0.961
2	1967	49.7752	48.6415	0.0185086	0.02003	0.427814	0.9835
3	1818	48.4451	47.7629	0.0275094	0.0296748	0.0755307	0.909
4	1858	47.742	48.1838	0.00566086	0.0162766	-0.405536	0.929
5	1928	49.4844	48.411	0.00535422	0.00167796	0.631238	0.964
6	1970	48.6496	49.5121	0.0122986	0.016637	0.509456	0.985
7	1696	47.0432	47.447	0.0270418	0.0216947	0.865349	0.848
8	1984	49.7699	49.0855	0.0136195	0.0116516	0.976416	0.992
9	1612	47.9007	46.1464	0.00679428	0.00299999	0.939794	0.806
10	1945	48.871	48.5476	0.00540281	0.00917672	0.848374	0.9725

