1	973	43.0313	36.9618	0.000162561	0.000312293	-0.772902	0.4865
2	1030	43.3748	36.3292	0.00145469	0.0020902	-0.714358	0.515
3	955	42.5572	37.6325	0.0095683	0.0128808	0.880985	0.4775
4	1040	43.7763	36.2718	0.000263708	0.000777139	0.850146	0.52
5	1121	44.3213	36.0814	0.00887738	0.000278271	0.618819	0.5605
6	965	43.1846	37.1385	0.00254828	0.00485592	0.0776359	0.4825
7	917	42.3088	37.4551	0.0140354	0.00372391	-0.447322	0.4585
8	941	42.4363	37.6676	0.000353797	0.00422547	0.382248	0.4705
9	1020	43.5112	36.79	0.00828379	0.0101784	0.656474	0.51
10	834	41.9197	38.2179	0.00229937	0.003568	-0.358901	0.417

