1	401	40.826	38.554	0.00261043	0.00492853	0.921397	0.2005
2	665	42.0056	36.89	0.000421376	0.00203311	0.557462	0.3325
3	412	41.3616	38.8844	4.85606e-05	5.20609e-05	0.766102	0.206
4	660	42.28	37.1666	0.00174635	0.00107412	0.983174	0.33
5	438	40.7526	38.3594	0.00142782	0.00110757	0.565772	0.219
6	461	41.2463	38.628	0.00124524	0.00490966	0.756782	0.2305
7	442	41.5729	39.0316	0.0042992	0.00296042	0.977498	0.221
8	542	41.78	37.742	0.000239716	5.24302e-05	0.932152	0.271
9	590	41.1472	36.8233	0.000803881	0.0024785	0.546416	0.295
10	819	43.2987	37.0321	0.00610087	0.0112172	0.590741	0.4095

