1	22	40.0	40.0	0.0	0.0	NAN	0.011
2	34	40.7904	38.7262	4.68153e-28	4.68153e-28	-1.0	0.017
3	30	41.0905	39.0599	0.0	4.70052e-28	NAN	0.015
4	24	40.029	39.8101	0.000156423	3.09832e-06	-1.0	0.012
5	18	40.1727	39.884	0.00534494	0.00236737	1.0	0.009
6	28	40.3894	39.4681	2.09428e-28	2.09428e-28	1.0	0.014
7	25	40.7271	39.9884	8.41452e-28	8.41452e-28	1.0	0.0125
8	22	39.9351	39.6425	0.0	4.76021e-28	NAN	0.011
9	26	40.6477	39.6912	2.10026e-28	2.10026e-28	1.0	0.013
10	29	40.7629	39.7133	0.0	4.70612e-28	NAN	0.0145

