1	10.4807	2.04037e-06	1.0	0.0
2	9.96404	1.44915e-05	1.0	0.0
3	9.42375	0.000377007	1.0	0.0
4	9.80559	4.44675e-05	1.0	0.0
5	9.44762	0.00027144	1.0	0.0
6	10.3621	0.000175058	1.0	0.0
7	10.3898	0.000323116	1.0	0.0
8	10.0242	7.46841e-05	1.0	0.0
9	10.2775	2.00331e-07	1.0	0.0
10	10.2818	0.00027539	1.0	0.0
11	10.3481	2.25617e-06	1.0	0.0
12	10.1489	7.23431e-06	1.0	0.0
13	9.97649	2.02437e-05	1.0	0.0
14	9.78073	2.37431e-07	1.0	0.0
15	9.77839	0.000323331	1.0	0.0
16	9.62711	1.17024e-06	1.0	0.0
17	9.91633	0.000522353	1.0	0.0
18	9.59204	4.42806e-05	1.0	0.0
19	10.3568	2.12384e-26	1.0	0.0
20	9.85233	0.000107857	1.0	0.0

