1	-9.58209	7.55851e-06	0.0	1.0
2	-10.365	0.000124772	0.0	1.0
3	-10.169	1.24454	0.003	0.997
4	-9.70243	0.00137966	0.0	1.0
5	-8.40008	28.6552	0.078	0.922
6	-10.2175	7.89651e-27	0.0	1.0
7	-10.0763	6.88788e-05	0.0	1.0
8	-10.7114	1.02623e-26	0.0	1.0
9	1.05471	1.00966e-06	1.0	0.0
10	-8.93982	10.629	0.031	0.969
11	-9.67039	12.4261	0.03	0.97
12	-9.48	0.000112135	0.0	1.0
13	-10.0557	6.92062e-06	0.0	1.0
14	-10.5316	1.02056e-07	0.0	1.0
15	-11.0311	2.14288e-06	0.0	1.0
16	-9.99473	0.000345965	0.0	1.0
17	-9.37951	0.000106538	0.0	1.0
18	-9.8571	5.03511e-05	0.0	1.0
19	-10.1689	7.84178e-05	0.0	1.0
20	-10.0343	0.000147833	0.0	1.0

