1	4.68923	5.24913e-05	1.0	0.0
2	5.12571	0.000100412	1.0	0.0
3	4.83493	8.24745e-05	1.0	0.0
4	4.93024	1.33451e-28	1.0	0.0
5	5.22935	1.19234e-06	1.0	0.0
6	-5.81457	2.23065e-05	0.0	1.0
7	5.586	3.49402e-05	1.0	0.0
8	-4.78353	0.000178863	0.0	1.0
9	5.62978	1.97413e-29	1.0	0.0
10	4.82995	0.000142244	1.0	0.0
11	5.67295	5.57177e-27	1.0	0.0
12	5.43248	0.000122968	1.0	0.0
13	5.57691	0.00369151	1.0	0.0
14	4.86458	7.10686e-30	1.0	0.0
15	5.62587	1.9849e-06	1.0	0.0
16	5.10017	4.1812e-06	1.0	0.0
17	5.24081	0.000113791	1.0	0.0
18	5.09275	1.08103e-27	1.0	0.0
19	4.51163	5.38725	0.977	0.023
20	5.00847	0.000236788	1.0	0.0

