1	-7.21068	0.000598643	0.0	1.0
2	-8.51638	1.89982e-06	0.0	1.0
3	-7.25475	4.97907e-05	0.0	1.0
4	-8.05611	2.24572e-05	0.0	1.0
5	-7.98427	1.11755e-05	0.0	1.0
6	-6.53529	3.27688	0.013	0.987
7	-7.72324	7.10686e-28	0.0	1.0
8	-8.93598	1.17255e-05	0.0	1.0
9	-7.62808	5.97687e-27	0.0	1.0
10	-7.80904	4.29085e-05	0.0	1.0
11	-7.56768	2.36302e-06	0.0	1.0
12	-7.06264	0.000272919	0.0	1.0
13	-7.61813	2.28209e-26	0.0	1.0
14	-7.87945	7.02833e-05	0.0	1.0
15	-6.91125	1.89149	0.008	0.992
16	-7.5296	4.43962e-06	0.0	1.0
17	-7.49738	7.43433e-05	0.0	1.0
18	-7.04496	3.61628e-26	0.0	1.0
19	3.04078	0.000113987	1.0	0.0
20	-6.8247	0.812287	0.003	0.997

