1	7.71406	7.02807e-06	1.0	0.0
2	7.53887	0.000518312	1.0	0.0
3	7.66709	0.000101721	1.0	0.0
4	8.31072	9.2908e-05	1.0	0.0
5	6.98776	0.00173683	1.0	0.0
6	6.90434	3.4831	0.989	0.011
7	8.00693	0.000186903	1.0	0.0
8	6.77966	1.34639e-05	1.0	0.0
9	6.93628	0.000266163	1.0	0.0
10	7.90582	0.000313741	1.0	0.0
11	6.99495	7.77199e-05	1.0	0.0
12	7.71906	2.92393e-06	1.0	0.0
13	7.08602	9.01687e-06	1.0	0.0
14	8.05195	1.13835e-07	1.0	0.0
15	7.30738	0.000148054	1.0	0.0
16	7.94988	7.53065e-05	1.0	0.0
17	7.344	5.11728e-06	1.0	0.0
18	8.06863	1.77671e-26	1.0	0.0
19	7.61027	2.13926e-06	1.0	0.0
20	6.9158	3.65134e-27	1.0	0.0

