1	1913	47.9584	40.2512	0.00479636	0.0280587	-0.502954	0.9565
2	1936	48.74	41.0072	0.00330481	0.00111414	-0.50824	0.968
3	1917	49.0308	41.1743	0.0182405	0.0164849	0.953704	0.9585
4	1915	48.65	41.0327	0.0111398	0.0295285	0.528635	0.9575
5	1910	48.5443	41.2011	0.0243738	0.0206587	0.647196	0.955
6	2000	48.3222	40.5283	0.00153006	0.00391332	0.644384	1.0
7	2011	49.1377	39.6453	0.00357053	0.0152251	-0.180966	1.0055
8	1935	49.435	40.2977	0.0459847	0.0271728	0.79722	0.9675
9	1936	47.9896	40.9006	0.0145823	0.0744971	0.570888	0.968
10	2006	49.6078	40.3917	0.0431042	0.0137644	0.396737	1.003

