// Initial random seed:
7280029689992917071

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 0);
initializeMutationType(2, 0.5, "f", 0);
initializeMutationType(3, 0.5, "f", 0);
initializeMutationType(4, 0.5, "f", 0);
initializeMutationType(5, 0.5, "f", 0);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElementType(2, m2, 1);
initializeGenomicElementType(3, m3, 1);
initializeGenomicElementType(4, m4, 1);
initializeGenomicElementType(5, m5, 1);
initializeGenomicElement(g3, 0, 4);
initializeGenomicElement(g4, 5, 19);
initializeGenomicElement(g5, 20, 34);
initializeRecombinationRate(0.5);

// Starting run at tick <start>:
1 

40.0
40.0
100	1	192	40.0	40.0	0.0	0.0	NAN	0.096
100	2	201	40.0	40.0	0.0	0.0	NAN	0.1005
100	3	207	40.0011	40.0	0.000240074	3.71094e-08	-1.0	0.1035
100	4	216	40.0	40.0	0.0	0.0	NAN	0.108
100	5	213	40.0019	39.9989	0.000264929	9.10466e-05	-1.0	0.1065
100	6	199	40.0	40.0	0.0	0.0	NAN	0.0995
100	7	213	40.0	40.0	0.0	0.0	NAN	0.1065
100	8	215	40.0004	39.9984	6.71679e-06	0.000139267	-1.0	0.1075
100	9	199	40.0	40.0	0.0	0.0	NAN	0.0995
100	10	210	40.0285	40.074	0.00196318	0.0132309	1.0	0.105
200	1	199	40.0	40.0	0.0	0.0	NAN	0.0995
200	2	199	40.0	40.0	0.0	0.0	NAN	0.0995
200	3	215	40.3579	39.9957	0.0180109	8.32811e-06	-0.523221	0.1075
200	4	212	40.0002	40.0007	3.23341e-06	0.000179051	0.659143	0.106
200	5	180	40.0	40.0	0.0	0.0	NAN	0.09
200	6	203	40.0	40.0	0.0	0.0	NAN	0.1015
200	7	212	40.0	40.0	0.0	0.0	NAN	0.106
200	8	213	39.9981	40.0021	0.000188437	0.000240871	-1.0	0.1065
200	9	210	40.0	40.0	0.0	0.0	NAN	0.105
200	10	221	40.1051	40.5299	0.00703394	0.0180095	-1.0	0.1105
300	1	223	40.0012	40.0014	0.000126264	0.000181246	0.99937	0.1115
300	2	201	40.0	40.0	0.0	0.0	NAN	0.1005
300	3	226	40.4469	39.9939	0.000120242	2.99222e-05	-1.0	0.113
300	4	200	39.9977	40.0038	0.000141546	0.000399364	-1.0	0.1
300	5	198	40.0	40.0	0.0	0.0	NAN	0.099
300	6	205	40.0017	39.9993	0.000280516	4.9375e-05	-1.0	0.1025
300	7	198	39.9994	39.9996	1.37217e-05	5.54466e-06	1.0	0.099
300	8	214	40.0017	40.001	9.75154e-05	3.46431e-05	1.0	0.107
300	9	193	40.0	40.0	0.0	0.0	NAN	0.0965
300	10	218	39.9793	40.7311	0.0103732	0.0265594	-1.0	0.109
400	1	215	40.0596	40.071	0.00528362	0.00749461	1.0	0.1075
400	2	209	40.0	40.0	0.0	0.0	NAN	0.1045
400	3	207	40.446	39.9952	2.20222e-06	4.24692e-05	1.0	0.1035
400	4	213	40.0017	39.9986	0.000197293	0.00014043	-1.0	0.1065
400	5	205	40.0106	39.9912	0.00125437	0.000859493	-1.0	0.1025
400	6	199	40.0231	39.9903	0.00340557	0.00059943	-1.0	0.0995
400	7	184	40.0	40.0	0.0	0.0	NAN	0.092
400	8	215	40.0995	40.0607	0.00838877	0.00341705	0.99948	0.1075
400	9	216	39.9998	39.9999	3.36659e-05	1.36809e-06	-0.297139	0.108
400	10	237	39.9303	40.8075	0.00581128	0.0144579	-0.99194	0.1185
500	1	207	40.2768	40.2464	0.0132323	0.00301011	-0.0237953	0.1035
500	2	204	40.0025	40.0139	5.3079e-05	0.00168295	1.0	0.102
500	3	243	40.4497	40.0115	4.32623e-05	0.000834302	1.0	0.1215
500	4	217	40.0012	39.9997	9.77637e-05	6.56299e-06	-1.0	0.1085
500	5	210	40.0098	39.9919	0.0011608	0.000795382	-1.0	0.105
500	6	195	40.041	39.9828	0.00561088	0.000987596	-1.0	0.0975
500	7	195	40.0069	39.9969	0.000728618	0.000149885	-1.0	0.0975
500	8	312	41.0993	40.709	0.00176811	0.000753332	1.0	0.156
500	9	195	40.0007	40.0002	0.000282695	0.000243473	0.995958	0.0975
500	10	235	39.906	40.8465	0.00364123	0.0093392	-0.988174	0.1175
600	1	239	40.6594	40.1766	0.00264339	0.000157541	-1.0	0.1195
600	2	193	40.0006	40.0004	4.64621e-05	2.0636e-05	0.994829	0.0965
600	3	238	40.4506	40.0095	0.000185664	0.000782834	0.72691	0.119
