1	1710	48.281	38.3565	0.00392837	0.00591405	0.708067	0.855
2	1955	49.7669	39.7852	0.0293216	0.0273355	0.856179	0.9775
3	1018	44.0977	36.0541	0.0191678	0.00980551	0.948078	0.509
4	1760	48.6781	38.6898	0.0215767	0.0144558	0.325932	0.88
5	1531	47.7347	37.6807	0.0171257	0.0143897	-0.26799	0.7655
6	1077	44.1701	35.8802	0.000384452	0.000491831	0.985435	0.5385
7	1540	47.3535	37.2931	0.0175463	0.00708405	0.642011	0.77
8	1389	46.5476	36.9367	0.00237332	0.00126461	-0.0329277	0.6945
9	695	43.3016	37.6729	0.00722934	0.000337572	0.773578	0.3475
10	1761	48.7758	38.7665	0.0261964	0.00935362	-0.523685	0.8805

