1	1915	50.035	39.9747	0.00684269	0.00347919	-0.984898	0.9575
2	1748	48.6889	41.2491	0.0163222	0.00813636	0.0067617	0.874
3	1860	49.364	40.6343	0.00647525	0.0164983	-0.815593	0.93
4	1928	49.8527	40.159	0.00193332	0.00121961	-0.941108	0.964
5	2000	49.982	40.0196	0.00983466	0.00548016	-0.961914	1
6	1794	49.2779	40.7232	0.0117227	0.020225	-0.15941	0.897
7	1964	49.8189	40.1604	0.00921453	0.0184566	-0.915545	0.982
8	1608	47.721	42.2377	0.00985085	0.0257404	-0.62779	0.804
9	1913	49.6382	40.3326	0.005544	0.018785	-0.400438	0.9565
10	1454	46.6707	43.0995	0.00491684	0.0106569	-0.276851	0.727
