// Initial random seed:
2049018439503580031

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 0);
initializeMutationType(2, 0.5, "f", 0);
initializeMutationType(3, 0.5, "f", 0);
initializeMutationType(4, 0.5, "f", 0);
initializeMutationType(5, 0.5, "f", 0);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElementType(2, m2, 1);
initializeGenomicElementType(3, m3, 1);
initializeGenomicElementType(4, m4, 1);
initializeGenomicElementType(5, m5, 1);
initializeGenomicElement(g3, 0, 14);
initializeGenomicElement(g4, 15, 19);
initializeGenomicElement(g5, 20, 24);
initializeRecombinationRate(0.5);

// Starting run at tick <start>:
1 

40.0
40.0
100	1	737	40.0001	40.0012	3.49304e-05	0.000181719	0.866008	0.3685
100	2	708	40.0109	40.0091	0.00127273	0.000890883	0.999881	0.354
100	3	709	40.0022	40.0018	0.000154681	0.000166813	0.715678	0.3545
100	4	744	39.9995	39.9987	3.28683e-05	0.000153869	0.703487	0.372
100	5	725	39.9998	40.0002	2.16353e-05	3.91241e-05	-1.0	0.3625
100	6	724	39.9999	40.0001	1.24539e-06	1.87255e-06	-1.0	0.362
100	7	722	40.0014	40.0016	0.000110613	0.000162704	0.881361	0.361
100	8	747	39.9991	39.9987	8.89313e-05	0.00017095	0.997182	0.3735
100	9	750	39.9998	40.0001	9.32576e-06	6.2644e-06	-1.0	0.375
100	10	733	40.0188	40.0127	0.00148762	0.00068562	1.0	0.3665
200	1	697	40.0142	40.0139	0.00244482	0.00241451	0.998429	0.3485
200	2	754	40.0187	40.014	0.0021062	0.00160993	0.951004	0.377
200	3	745	40.0329	40.0253	0.00213671	0.00232259	0.743126	0.3725
200	4	779	40.0125	39.9956	0.00176882	0.000218345	-1.0	0.3895
200	5	725	40.0478	40.041	0.00802488	0.00607452	0.959468	0.3625
200	6	732	39.9999	39.9998	1.95763e-05	1.75611e-05	0.447037	0.366
200	7	755	40.0129	40.0133	0.0021614	0.00238745	0.997331	0.3775
200	8	755	40.0	40.0	0.0	0.0	NAN	0.3775
200	9	728	39.9999	40.0008	0.00011771	0.000298699	0.891944	0.364
200	10	748	40.1229	40.0783	0.0102497	0.00343269	0.990305	0.374
300	1	783	40.2736	40.259	0.00772863	0.00788111	0.914258	0.3915
300	2	727	40.1077	40.0887	0.00826801	0.00583486	0.980628	0.3635
300	3	714	40.1065	40.0811	0.00598595	0.00656175	0.766428	0.357
300	4	707	40.0073	39.9993	0.00101027	0.000270002	-0.261848	0.3535
300	5	803	40.5359	40.3787	0.0291238	0.0128226	0.90365	0.4015
